DV2,DV1,Productissues,BO,Advertisingassets,RDassets,Size,Profit,Liquidity,Leverage,Capitalintensity,Retainedearnings,Relativeperformance,Concentration,Salesgrowth,Salesturbulence,Industrycompetition,Industrygrowth,Industryturbulence,fyear
-11.537704,.24700515,-.089604594,-1.3904934,-.24351603,.17973527,-1.477949,.33260548,.37788883,-.99638402,-.60126686,.34701511,-.13465516,-.26161537,.65113515,-.26915208,.080012232,-.29963341,-.052600056,2019
-5.5777831,.56706405,-.089604594,-1.081587,-.24351603,.20926999,-1.4888773,-.060993753,.54121512,-.94868338,-.54715967,.34467623,-.15427284,-.27278823,.67834324,-.50813138,-.088391043,.12092625,-.30182436,2020
-10.665404,-.60327613,-.089604594,.64314055,1.1694679,-.33470631,-.75945812,.32928574,1.7519715,-.99638402,-.82702512,.16404174,.38085708,3.7547891,1.6230025,-.54125744,-.40626588,-.8787083,.2753635,2017
-6.7462869,-.69948339,-.089604594,1.0761566,1.1694679,-.34556213,-.5989641,.57804459,1.7519715,-.99638402,-.91284072,.20620653,.38085708,3.7547891,1.4727108,-.85841596,-.4401961,.086101308,-.23343743,2018
-5.4831562,-.68274516,-.089604594,1.14045,1.1694679,-.33521092,-.50947905,.21002772,1.1872281,-.97182363,-.93102777,.21235332,.38085708,3.7547891,1.4333097,-.16304155,-.49284816,.37113485,-.33109614,2019
-3.7115538,-.99635273,-.089604594,.32465857,1.1694679,-.29083183,-.49305525,-.030171279,1.1775711,-.94097179,-.78205216,.20681965,-.053962715,3.7547891,1.0107391,-.26156271,-.60715437,.41221637,-.43664628,2020
-4.2064071,-.18983872,-.089604594,-1.4014369,-.24067129,-.47216991,.37330931,.054978527,.66439235,1.9219998,-.34533322,.15105775,-.10216209,-.21122712,.092853554,.077437572,.5118432,1.066298,.50638705,2016
-3.6319776,-.24057852,-.089604594,-.65802205,-.2419508,-.47216991,.4179422,.00097917521,.71564966,2.0964384,-.49677446,.15033519,-.068011716,-.22758748,.25166765,-.23754738,1.170552,.35503179,.59142804,2017
-3.3662291,-.43010268,-.089604594,-1.4720725,-.24251054,-.47216991,.38276634,-.0042552906,.92547745,2.0964384,-.77278697,.14728263,-.094283462,-.23713408,.076439656,-.14642631,1.1549201,-.97234267,-.050959744,2018
-4.1726398,-.26273277,-.089604594,-1.485752,-.24290827,-.47216991,.37896311,-.026643906,.28372577,2.0964384,.33119142,.14476441,-.14668901,-.25170574,-.32886887,-.57236916,1.1842685,-1.3100442,-.069398999,2019
-5.5411234,-.10903697,-.089604594,-1.3856434,-.24312387,-.47216991,.34149444,.079993151,.21935126,2.0964384,.1847391,.1487381,-.058820572,-.26634464,-.67649895,-.65472591,1.3519709,-1.396577,.16926537,2020
-2.6003711,.83978748,-.089604594,1.6151261,-.24351603,1.3038852,-1.7984813,-1.3179337,1.7519715,-.80350929,-.60811371,-1.1938093,-.16126011,3.7547891,-.72889346,1.7260784,-.51536143,.25227752,-.52812481,2019
2.1559803,1.2762674,-.089604594,1.644848,-.24351603,1.3038852,-1.599318,-1.3179337,1.7519715,-.92699504,-1.0634072,-1.1938093,-.16126011,3.7547891,-1.418856,.52210325,-.67409271,.27366915,-.52186084,2020
-1.6673385,-.49961847,-.089604594,-1.0620626,-.24351603,-.3959282,-.060596202,-.37756684,-.74701196,-.076129392,2.1238809,.092144601,-.16116239,.042963587,-1.3387091,.031111028,-.48320028,-1.396577,.82095897,2016
-1.3380805,-.6254459,-.089604594,-.73810893,-.24351603,-.39868373,-.020461503,-.13217905,-.61572105,.092127971,2.1238809,.084926605,-.15876508,.060465768,-1.418856,.26464015,-.43912777,-1.396577,1.8386815,2017
-.66449058,-1.0432079,-.089604594,-.81371886,-.24351603,-.39870688,-.0025179882,-.086121619,-.36842561,.80990863,2.1238809,.078504115,-.15956046,.057833418,-1.0441232,.90342891,-.46265572,-1.396577,1.8386815,2018
-2.0430069,-.37980977,-.089604594,-1.1178997,-.059010349,-.47216991,-.073591925,.26095077,-.36138654,.14326058,1.1204326,.1348352,-.15512533,.67943788,-.084422715,-.70003659,1.3295664,-.67343658,-.29546413,2017
-4.1214938,-.45061463,-.089604594,-.16170743,-.046518501,-.47216991,-.074126847,.32231626,-.25118032,-.016155841,1.1199777,.15099983,-.1557987,-.28278661,-.16766505,-.70455468,1.3464899,-.33500096,.051068876,2018
-5.7218838,-.44152766,-.089604594,-.65839511,-.14267063,-.47216991,.34913701,-.30849904,-.59232962,1.0373081,.056575462,.11224724,-.16126011,-.4098506,-.27041045,-.80010587,1.4196831,.081969321,.051549356,2019
.44738907,-.36667302,-.089604594,.8627575,-.24351603,-.23288698,-1.7984813,-.018489124,-1.2775688,.45272851,.64488477,-.12408017,-.01995739,1.5744125,-.80836898,1.7260784,-.090551138,-.47231913,-.38307673,2017
2.1559803,.50750315,-.089604594,.59998816,-.24351603,-.033741038,-1.7984813,.0088870702,-1.0457629,.50163788,1.3469872,-.37405857,-.041363999,1.5570346,-.82331884,1.7260784,-.073142223,-.37982395,-.4386754,2018
1.0313548,-.32232955,-.089604594,1.2279983,-.24351603,.14884833,-1.7984813,-.20479742,-1.2403307,.53070885,1.7312857,-.48270869,-.089812577,-.032566447,-.55844849,1.7260784,-.038247272,-.3721211,-.42076671,2019
-.59603804,.64809036,-.089604594,.764763,-.24351603,.31587982,-1.7984813,-1.0418818,-.97963226,.74951345,2.1238809,-.74932653,.38085708,.013765929,.66169876,.8903833,-.11351284,-.64394879,-.097524606,2020
-3.1875741,-.25178453,-.089604594,1.0684465,1.1694679,-.39971077,.32857788,.22200872,-.58920497,.60574156,-.27627489,.18458685,-.1231942,-.4577747,.21367958,-.73730302,-.61529016,1.2056317,.12304217,2007
-3.973321,-.33332348,-.089604594,.69064534,1.1694679,-.3598083,.30046639,.00039615732,-.6441282,1.1788733,-.28319648,.17599684,-.11998724,-.37272468,.21694843,-.82898432,-.63667905,.43270698,-.46603432,2008
-3.7301829,-.30529746,-.089604594,1.7391117,1.1694679,-.32229844,.31549168,.29979298,-.74097699,.22977196,-.23953025,.19211158,-.13379453,-.39898601,.12475854,-.79250467,-.59436518,.30574387,-.50723964,2009
-3.5676515,-.48415855,-.089604594,1.7391117,1.1694679,-.29033566,.30230322,.41736302,-.7682566,-.14174779,-.13946213,.21668303,-.11934526,-.38653597,-.047096908,-.80796504,-.57474071,.020364614,-.38003519,2010
-4.5788856,-.45052725,-.089604594,1.7391117,1.1694679,-.2575855,.2749688,.26080063,-.22360219,.2572597,-.077278987,.23566841,-.12892276,-.18312818,-.2462125,-.85177422,-.56650949,-.021606598,-.39435554,2011
-4.0723906,-.93982625,.23021112,1.4535846,1.1694679,-.24192113,.28051323,.24128819,-.13594437,.25895926,.0088904882,.23817137,-.1039357,-.18265864,-.51588178,-.5770191,-.71772277,.16439107,-.20002405,2012
-3.431571,-.87847388,-.089604594,1.2605803,1.1694679,-.21544939,.24525306,.3570089,-.53793347,-.20421423,.084084012,.2579633,-.08691179,-.18487485,-.69099885,-.66753817,-.72070175,.44249141,-.16466948,2013
-3.7236094,-1.0529808,.23021112,1.7391117,1.1694679,-.22086255,.27649811,.34606197,-.5477789,.055561084,.048347477,.24005812,-.16126011,-.44842312,-.76406413,-.76279771,-.61009884,.58123708,-.43579772,2014
-3.8721364,-.98573601,-.089604594,1.62893,1.1694679,-.26273811,.38225672,.27628386,-.82852286,.317047,-.15777817,.2274262,.097180963,-.46626788,-.67941111,-.69944447,-.62036932,.15469345,-.0291564,2015
-2.5125761,-.92334175,.23021112,.9869917,1.1694679,-.28145614,.43670061,.38587958,-.78332335,.15200503,-.23266432,.24160066,-.062039543,-.37024808,-.42420486,-.81556255,-.5810734,-.28786734,-.17908594,2016
-3.7631955,-.81115711,-.089604594,1.3886695,1.1694679,-.28033108,.42523518,.31173104,-.87790895,.10155848,-.21605076,.26053843,-.040531114,-.3315497,-.4661696,-.75788027,-.58064681,-.42767286,-.33183867,2017
-4.8735037,-.96678096,-.089604594,1.2833378,1.1694679,-.29982108,.47991824,.18959254,-1.0426805,.75398195,-.19393247,.24605511,.22951972,-.34114382,-.61520672,-.61348456,-.19944279,-.20623143,-.18680456,2018
-3.6345551,-.47478306,.23021112,1.5024574,1.1694679,-.30085838,.47554693,.60401982,-.79735178,.2489531,-.15307137,.27959907,.065520093,-.35140803,-.71620923,-.67561018,-.19728278,.34643975,-.28321302,2019
-2.198298,-.6623733,.23021112,1.7391117,1.1694679,-.32040909,.53218186,.48177862,-1.0951623,-.085670315,.045152616,.26224732,-.10071617,-.35364646,-.50147057,-.29748681,-.16248238,.44942588,-.43755439,2020
-4.8754578,.039743207,-.089604594,.64749312,-.038975924,.17448109,.82211053,.090276457,-.35392433,.098720081,-.72486782,.18538897,-.077458523,-.44525227,-.72591215,-.5958674,-.42030805,.088310964,-.13998598,2017
-5.4196281,-.023661692,-.089604594,1.5184997,-.033273391,.31408846,.81255275,.13527964,-.7074483,-.20013598,-.68736732,.19375515,-.091565751,-.47054246,-.37958801,-.71752596,-.30196607,.090380765,-.16950333,2018
-7.6635208,-.15425712,-.089604594,1.1089873,-.054079521,.33724329,.87882024,.39963734,.16493186,-.51752681,-.73971343,.21853402,-.04926993,-.46332249,-.010981817,-.32567671,-.29394117,.27591401,-.049423203,2019
-6.9959989,-.096219316,-.089604594,1.6750669,-.060637318,.366375,.92316574,.37176862,.084413663,-.48388675,-.60970509,.24031867,-.12353978,-.42006329,.29444593,-.53699356,-.31372631,.77775675,-.28764099,2020
-3.3081448,-.035959523,-.089604594,-.56636989,-.24351603,-.47216991,.19259389,-.099299163,.59074867,-.33456823,-.85873711,-.00075957639,-.15905316,.48659521,-1.3629389,.69694984,.51220512,-.69639629,.2711139,2017
-1.6340441,-.35773194,-.089604594,-.77479464,-.24351603,-.47216991,.20597015,.13785851,.6558463,-.47280031,-.91523463,.0057166335,-.15662929,.52808475,-1.418856,.21045376,.49159011,-1.0443717,.24300736,2018
-1.8184249,-.39223081,-.089604594,-.42211401,-.24351603,-.47216991,.14381118,-.22549909,.59818947,-.69000429,-.59100223,-.02990206,-.16004349,.52915418,-1.0870247,.92910212,.46856537,-1.0125771,.43802819,2019
-2.9795434,.32355097,-.089604594,.13812077,-.24351603,-.47216991,-.091291092,-1.3179337,1.4008149,-.64850193,-.41951847,-.28032956,-.16126011,.47455138,-.2868959,.25726566,.59053248,-.67275679,.65944147,2020
-2.5178778,.10266663,-.089604594,-1.5049032,-.24351603,-.34850374,-.013810121,.29783678,-.48367554,.72092634,1.1993914,.14539793,-.1363869,-.45902035,-1.418856,-.41726983,.088829719,-.49505404,-.24160452,2017
-1.7499894,-.14964858,-.089604594,-.80401891,-.24351603,-.3417356,.028942654,.40581378,-.49507838,.78221112,1.1016009,.1585927,-.12839086,-.45655587,-1.2216886,.34496763,.14881353,-.56191897,-.27806994,2018
-2.0817199,.55114514,-.089604594,-.37174892,-.24351603,-.32753026,.022579381,.30010062,-.61029756,1.0741696,1.5215636,.16486456,-.13516758,-.45460919,-.43234172,.47161505,.080012232,-.29963341,-.052600056,2019
-2.2547166,.32912463,-.089604594,-.36752075,-.24351603,-.33162072,.074153222,.073598154,-.85975391,1.4540902,1.8628913,.16187382,-.15215103,-.45507395,.03001808,-.21364783,-.088391043,.12092625,-.30182436,2020
-1.0481509,-.88286144,-.089604594,-.65715152,-.24351603,-.47216991,.40526947,.5176357,-.85067099,1.9897296,2.0628347,.19037376,.066443861,-.41856954,-.93841428,-.85841596,1.9450395,-.77662158,-.453008,2017
-1.2133014,-.86833328,-.089604594,-1.4505585,-.24351603,-.46664453,.41233408,.21447296,-.84693134,2.0964384,1.9545202,.19059689,.02061398,-.48326164,-.72204363,-.55014467,1.8148209,-.99866736,-.39783782,2018
-1.1468641,-.86265159,-.089604594,-1.0005052,-.24351603,-.46142644,.37257159,-.1723918,-.91127503,2.0964384,2.106555,.19047464,-.10769802,-.46879977,.94981021,1.7260784,2.1175635,-.81751496,-.27606368,2019
-1.4358126,-.7224493,-.089604594,-1.2573055,-.24351603,-.45691752,.38280001,.020574452,-.81931561,2.0964384,1.9256685,.19053483,-.10430017,-.46977094,1.0747969,1.3695374,2.1175635,-.95165175,-.20557608,2020
-3.0291622,.86633843,-.089604594,-1.4130023,-.24351603,-.32924348,-.35094425,.13199615,.20628628,-.90303755,.13059938,.20267533,-.070839882,-.33208767,-.022549974,-.84411341,-1.0384405,-.26196936,-.11304309,2018
-3.4973991,.57378155,-.089604594,-.3457579,-.24351603,-.33264366,-.23393799,.18767692,.32774308,.29842067,-.1047006,.20702419,-.089843333,-.3336767,.11440674,-.68163931,-1.0367672,.13716151,.0074921562,2019
-2.747453,.39815786,-.089604594,-.38580143,-.24351603,-.30828097,-.2267662,.11569655,.33708289,.45287779,-.016169054,.21265668,-.13384138,-.32975036,.1934173,-.68982953,-1.0163497,.49636695,-.45764595,2020
-.70314074,.42567423,-.089604594,.8373884,-.028859748,-.28004584,-.062308397,.37915042,-.46275821,-.97800153,-.87515301,.20588547,-.14806049,-.45625591,1.1427296,.67243958,-.042570278,.16537349,-.37370816,2007
-.99232429,.038400639,-.089604594,-.088087216,-.18223448,-.25590724,.98479152,-.17070055,-1.2698656,.72300756,-1.0634072,.14511736,-.14980856,-.40938225,1.6230025,.97401994,.77040917,.37049454,-.56578612,2008
-.98022521,.12534322,-.089604594,.83365756,-.13950253,-.1839193,.80053908,-1.3179337,-1.0568321,.74604821,-.98636734,.017963929,-.16126011,-.5074445,1.6230025,1.7260784,.85211825,.44329193,-.49863786,2009
-.5000332,.23227426,-.089604594,1.4952446,-.12956443,-.19232714,.79470903,-.024289567,-.90740627,.45944023,-1.0052265,.0083727743,-.15538599,-.50034118,1.6230025,1.0536517,.78538465,1.3876786,1.8386815,2010
-.44679007,.51311445,-.089604594,1.7391117,-.07762786,-.21464884,.82865256,.12648167,-.79914987,.53234828,-1.0367895,.026180299,-.15536617,-.50379145,1.4356059,.95905125,1.2230179,1.3876786,1.1733415,2011
-.68895024,.062349614,-.089604594,1.5466048,-.11920798,-.32211736,1.1152414,-.0075755222,-1.0590503,1.6903269,-.98166919,.078386001,-.15676814,-.5053311,.49628627,.65686995,1.2387106,1.3876786,1.1289316,2012
-1.1501808,-.0098117301,-.089604594,1.3805861,-.11967354,-.27826336,1.0369509,-.5056228,-1.1900727,1.5646352,-.94317353,.024421237,-.16126011,-.51045483,-.17979209,-.59993047,1.4502614,.48504496,1.0819179,2013
-1.3997953,-.039484907,-.089604594,.2631011,-.12443138,-.24516656,1.0022404,.029124979,-.9287883,1.1543787,-.9413954,.015348656,-.15863854,-.51054519,.26384318,-.34310055,.74308753,-.55526769,-.21837375,2014
-1.514797,.0049736765,-.089604594,.89583695,-.12075644,-.20381282,.95448136,.090137303,-1.2764063,.38385656,-.91182607,.0067560533,-.15598351,-.5096339,.31475481,-.53820705,.84154338,-.88118756,-.2361881,2015
-1.6498458,.19086275,-.089604594,1.0055211,-.10105732,-.168864,.93018758,.20347179,-1.1973692,.32416177,-.89108062,.013499306,-.15484048,-.49639574,.21594733,-.55747008,1.0862166,-.88275319,-.25996777,2016
-2.3123958,.25327435,-.089604594,1.198401,-.098495513,-.17769559,.97487283,.40333313,-1.2775688,.39138705,-.89949089,.056388408,-.15126044,-.51308221,.0049094697,-.59432304,1.0249894,1.3876786,1.8386815,2017
-3.4245048,.39484638,.23021112,1.0427041,-.059569344,-.12188319,.92408615,-.041367862,-1.265031,.2923021,-.87072098,.040934622,-.13828631,-.51807642,-.1515547,-.83116657,.95812768,1.3876786,1.7291992,2018
-4.3460402,1.2762674,-.089604594,.87942159,-.011404252,-.06870117,.86454546,-.10686762,-.92985266,.038373344,-.82693338,.016530165,-.12616214,-.51470649,-.085468933,-.85841596,.95543581,1.3876786,.82161975,2019
-4.3874216,.11208811,-.089604594,.95403659,-.067597367,-.10691617,.92157769,.64695388,-.80950683,-.13752523,-.78656048,.080663525,-.14364159,-.50415289,-.11405762,-.85841596,1.1106479,1.0918133,.61895019,2020
-14.766984,-.21308966,-.089604594,-.19578169,-.10737635,-.14928865,-1.7552011,.072597958,1.7519715,-.99638402,-.98531187,.32183248,-.065217458,1.2623833,1.6230025,.58402896,-.05875697,.055172436,-.51855397,2017
-14.766984,.35790354,-.089604594,.55969596,-.11771996,-.18688151,-1.6461152,.54649657,1.7519715,-.99638402,-1.0438105,.33126178,-.085160039,1.1909591,.7621575,1.7260784,.18204737,-.050921768,-.56716073,2018
-14.766984,-.14668787,-.089604594,-.24204303,-.13346912,-.25350338,-1.4838673,.6039297,1.7519715,-.93759555,-.81446868,.32956553,-.081394315,1.1872258,.051298764,1.1736672,.19045858,-.077691816,-.59376311,2019
-14.766984,1.2146565,-.089604594,1.7391117,-.24351603,1.286199,-1.6512815,-1.3179337,1.4612718,-.51928526,.70369607,-.30132252,-.16126011,.72136104,1.6230025,1.7260784,.20385361,.03666601,-.43748552,2019
.69121248,.91226459,-.089604594,1.7391117,-.24351603,1.1808927,-1.4492502,-1.3179337,1.2855978,-.60600954,.85264409,-.31532505,-.16126011,.49676707,1.6230025,1.6508694,.011225466,.14148693,-.55863684,2020
2.1559803,-.46477601,-.089604594,1.2100908,-.24351603,1.3038852,-1.7984813,-1.3179337,.93689913,.75916964,-1.0555192,-1.1938093,-.16126011,-.27650046,1.6230025,.5792625,-.47863513,-1.396577,.38378283,2017
2.1559803,.062465813,-.089604594,.59712791,-.24351603,1.3038852,-1.7984813,-1.3179337,1.1079171,1.2986065,-1.0234618,-1.1938093,-.12110115,-.37366259,1.6230025,.1986628,-.49371278,-1.396577,.86132592,2018
-6.4611049,-.018495986,-.089604594,.78988343,-.24351603,1.3038852,-1.7984813,-1.3179337,.72502905,.99763536,-.70917577,-1.1938093,-.071719252,-.37117222,.67751259,.47805962,-.51929569,-.47662732,-.50947261,2019
-.79514098,-.66345453,-.089604594,1.3575798,-.24351603,1.3038852,-1.7984813,-1.3179337,1.7519715,-.74643409,-.88643545,-1.1938093,-.059040446,-.3697575,-.15352024,1.315179,-.50791723,-.37867042,-.53516078,2020
-12.089832,-.19387643,-.089604594,-.13783062,.20948739,.23900013,-.94278479,.13281229,1.4897212,-.99638402,.35530135,.36593136,-.12867415,.22292793,-.064821579,-.76986885,1.082131,-1.396577,.95198214,2007
-14.766984,-.25912839,-.089604594,-.31640941,.43674427,.61530185,-1.0006385,-.063662745,.39113066,-.99638402,.47816485,.35552385,-.10969319,.20130177,-.077162571,-.79721546,1.2841843,-1.396577,1.7466027,2008
-11.588724,-.02807584,-.089604594,-.83796871,.40278989,.78834188,-.97546005,.083419554,.56082022,-.99638402,.41987166,.35292786,-.10075604,.22025801,-.19999988,-.85841596,.95626116,-1.396577,1.8386815,2009
-9.3059254,-.37132925,-.089604594,-1.0253769,.37249669,.84969801,-.91062105,.6736871,1.0567418,-.99638402,.2736496,.36247256,-.061973408,.15692575,-.3345595,-.76429808,.88190436,1.03605,1.8386815,2010
-14.766984,-.3695944,-.089604594,-.41079742,.30715063,1.0308076,-.90259939,.19246586,1.4663723,-.99638402,.1404893,.36485079,-.0051096859,.087819673,-.10651246,-.35145417,.99138749,-.22632606,1.8386815,2011
-13.961312,-.20537668,-.089604594,-.012726034,.31878895,1.2350622,-.91649044,-.060489792,1.6475539,-.99638402,.081922255,.36447898,.18269335,.12571345,.0029646312,-.43907779,.79225653,-.52467728,1.8386815,2012
-12.88702,-.35135955,-.089604594,-.80712783,.43793404,1.3038852,-1.019716,-.55578387,1.4330441,-.99638402,.2352809,.36457261,-.14736578,.12224344,-.26118127,-.11720744,.88335651,-1.396577,1.8386815,2013
-14.766984,-.44035956,-.089604594,-.56674296,.47027338,1.3038852,-1.0519432,-.33988869,1.382846,-.99638402,.22473685,.34952444,-.14212425,.11906382,-.62120199,.066531621,.83251071,1.3876786,1.8386815,2014
-14.766984,-.35188603,-.089604594,-.29253256,.44364691,1.3038852,-1.0453885,.14716794,1.4900434,-.99638402,.20803721,.3569251,-.13396704,-.039657291,-.85373163,-.38879117,.71924329,1.3876786,1.8348533,2015
-14.766984,-.06694743,-.089604594,-.55418271,.45698151,1.3038852,-1.0568238,-.14299719,1.3854257,-.99638402,.24683651,.34844202,-.12595679,-.16052797,-.71439177,-.31473994,.74695933,1.3876786,.93095106,2016
-14.766984,-.082677782,-.089604594,-.10039875,.45384219,1.3038852,-1.0194563,.024890017,1.2208635,-.99638402,.2824637,.33522239,-.13106349,-.27873021,-.57695621,-.49795935,.8788684,1.1084663,.7549572,2017
-14.766984,-.13894323,-.089604594,-.76894981,.34918976,1.3038852,-.87167984,.60060799,1.3982773,-.99638402,.14779867,.3416256,-.13888383,-.2767579,-.41597053,-.46033305,1.2725629,.056523938,-.41539711,2018
-14.766984,-.21385355,-.089604594,-.66971177,.352965,1.3038852,-.82794893,.25742552,1.5745825,-.98363602,.20095447,.34521422,-.13692942,-.30151609,-.090994015,.022547532,.20385361,.03666601,-.43748552,2019
-14.766984,-.045170438,-.089604594,-.22189695,.13120347,.85412657,-.57186544,.20343223,1.7519715,-.99002945,-.098949455,.28475684,-.14392848,-.29623991,.010336742,-.13028803,.011225466,.14148693,-.55863684,2020
-2.2609231,.82083654,-.089604594,.12891826,-.24351603,-.32016447,.30984402,-.038240314,.24923234,.17496996,-.97185254,.10481355,-.10830933,.08468353,-.6514017,-.85841596,-.47863513,-1.396577,.38378283,2017
-3.6010852,.86651766,-.089604594,1.0419581,-.21386614,-.27027264,.21687683,.0020879998,-.27407277,-.41766635,-.75806087,.10488855,-.026835345,.082318448,-1.418856,.87908536,-.49371278,-1.396577,.86132592,2018
-3.4886985,-.060693562,-.089604594,.68355691,-.22539197,-.25593361,.20728903,-.082227193,-.58959979,-.062661476,-.41832751,.096034631,-.032704093,.080950998,-1.418856,.8967253,-.51929569,-.47662732,-.50947261,2019
-2.0634382,.015523821,-.089604594,.90180612,-.23181731,-.23459512,.16964236,-.044874236,-.59588587,-.43176556,-.44610581,.08717081,-.030629989,.083429091,-1.418856,1.4908304,-.50791723,-.37867042,-.53516078,2020
-1.8643013,-.36291581,-.089604594,.51480252,-.24351603,-.47216991,.76126504,.15284839,-.68417442,1.6930217,-.14673187,.083999321,-.14611928,-.031551652,-1.0340616,-.59553927,.64928651,.11482741,-.51788837,2018
-2.4017465,-.082225814,-.089604594,.32242003,-.24351603,-.47216991,.86874473,-.044870194,-.7206012,1.2870177,-.018659569,.091961809,-.15119344,-.016029159,-.87019545,-.36587316,2.1175635,.22412452,-.50847328,2019
-2.8826773,.045803182,-.089604594,-.11047175,-.24351603,-.47216991,.85752857,.054449383,-.67219168,1.5829642,-.072884634,.092900634,-.14574635,-.030016165,-.42569983,-.51972586,2.1175635,-.047628809,-.18758233,2020
-14.766984,-.14921561,-.089604594,.25738063,-.24351603,-.22900729,-1.7984813,.6736871,-.26461893,-.99638402,-1.0246114,.28109589,-.13007382,-.29329967,.31313094,-.11363229,-1.0770401,.66789073,-.26143762,2007
-14.766984,-.082313508,-.089604594,-.23507896,-.24351603,-.25176311,-1.7113429,.6736871,-.57601702,-.99638402,-1.0634072,.32333308,-.12095249,-.30348894,.57057887,.086481467,-1.0770401,.33734334,-.27975878,2008
-14.766984,-.4708859,-.089604594,.017990526,-.24351603,-.29342604,-1.5597137,.6736871,-.78329241,-.99638402,-1.0634072,.35460922,-.13441336,-.29734486,.85509366,-.47350973,-1.0770401,-.010735673,-.46150216,2009
-14.766984,-.70938802,-.089604594,.2652151,-.24351603,-.31420231,-1.4463898,.6736871,-.44055027,-.99638402,-1.0634072,.37418965,-.12590171,-.30304778,.88147253,-.82058668,-1.0770401,-.21056069,-.51465279,2010
-14.766984,-.71714932,-.089604594,-.25982627,-.24351603,-.28579444,-1.3720915,.57395577,-.028760033,-.99638402,-1.0634072,.38858992,-.11461306,-.30590031,.60412413,-.85418737,-1.0770401,-.069686979,-.40015587,2011
-14.766984,-.75450981,-.089604594,-.42211401,-.24351603,-.27651027,-1.299938,.51985908,-.59434044,-.99638402,-1.0443885,.39077708,-.1160685,-.30474797,.1367327,-.29318798,-1.0770401,-.018669309,-.39571556,2012
-14.766984,-.67623395,-.089604594,-.021679772,-.24351603,-.2456951,-1.2517688,.4483172,-.5911352,-.99638402,-1.0634072,.39077708,-.089824922,-.30620742,-.32004866,-.1638882,-1.0770401,-.12300593,-.28026146,2013
-14.766984,-.85471034,-.089604594,-.029638775,-.24351603,-.23173517,-1.2287693,.54810542,.10509323,-.99638402,-1.0634072,.39077708,.021547645,-.30413896,-.746144,-.54671824,-1.0770401,-.25231177,-.24605756,2014
-14.766984,-.40297619,-.089604594,-.96469003,-.24351603,-.18732882,-1.2735138,.51322532,.074031293,-.99638402,-1.0634072,.39077708,-.0014962708,-.43208849,-.6225,-.32236636,-1.0596789,-.40391463,-.41843924,2015
-14.766984,-.67819047,-.089604594,.22964865,-.24351603,-.13911647,-1.3106507,.57870233,.31119832,-.99638402,-1.0634072,.39077708,.010179044,-.42864051,-.47660163,-.44735131,-1.0488746,-.58167648,-.32517001,2016
-14.766984,-.49428371,-.089604594,.43782464,-.24351603,-.08190126,-1.3463688,.66372812,.30638599,-.99638402,-1.0634072,.39077708,-.081499167,-.24053687,-.41022992,-.49152195,-1.0664008,-.48665819,-.31168595,2017
-14.766984,-.57442755,-.089604594,-.011358086,-.24351603,-.024499917,-1.3691038,.6736871,.086954452,-.99638402,-1.0634072,.39077708,-.06154158,-.094214417,-.38099512,-.49768424,-1.0384405,-.26196936,-.11304309,2018
-14.766984,-.73208153,-.089604594,.37738645,-.24351603,.019065069,-1.3948245,.6736871,.60197335,-.97811222,-1.0634072,.39077708,-.080835171,3.7547891,-.67896718,-.58280015,-1.0367672,.13716151,.0074921562,2019
-8.5785999,-.39371192,-.089604594,1.0067647,-.24351603,-.28070557,-.92199206,.33504596,-.0011853748,-.99638402,1.8410125,.33403999,.061930306,.25853226,.33506814,-.85841596,-.59562218,.19359197,-.5394966,2007
-3.9681911,-.4153932,-.089604594,.47737059,-.24351603,-.2422158,-.84740156,.38211414,.31715724,-.99638402,1.5330003,.33853024,-.0043309238,-.2249739,.25722572,-.85841596,-.47201571,.25297156,-.56189179,2008
-5.6899486,-.35190737,-.089604594,1.3814567,-.24351603,-.21364982,-.76614738,.35606584,-.4346633,-.92590356,1.3682901,.33825231,-.07827197,-.27304265,.21941061,-.85841596,-.60660642,.27392852,-.59376311,2009
-2.3901479,-.49836335,-.089604594,1.6222146,-.24351603,-.21779291,-.60781837,.15706408,-.52021009,-.14736477,.89254814,.30101213,-.10649492,-.27779528,.23291367,-.85841596,-.70399857,.21908469,-.59376311,2010
-2.6263258,-.24520339,-.089604594,1.5288215,-.24351603,-.15066601,-.50984955,.2290895,-.49153706,-.70966703,1.2330923,.2915884,-.078752317,-.28322351,.28405824,-.72208953,-.68173075,.16767243,-.59376311,2011
-2.9691107,-.26096925,-.089604594,1.7391117,-.24351603,-.20336071,-.27516466,.13372077,-.86101305,.58986557,.80657738,.24946749,-.083348081,-.28842568,.48295647,-.57303107,-.72905236,.16150451,-.59376311,2012
-3.1152227,-.16430995,-.089604594,1.27712,-.24351603,-.1491126,-.2586627,.11274021,-.80386615,.49410379,.81364596,.25474042,-.085821837,-.28726643,.51075214,-.76686734,-.63374138,.11199511,-.58095235,2013
-3.0231235,-.30992317,-.089604594,1.4028463,-.24351603,-.099295259,-.24548481,.14504535,-.71144104,.26990253,.76815337,.26067182,-.069476835,-.28139293,.47212765,-.85767221,-.53762966,.13384111,-.57025957,2014
-4.4733238,-.26859105,-.089604594,.95453417,-.24351603,-.053498391,-.2241818,.14430602,-.74793023,.11755358,.87547326,.26493484,-.1061189,-.27339974,.41005829,-.85743588,-.27692273,.13531199,-.56798583,2015
